Header,--------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variable modifications,"Acetyl (K),Butyryl (K),Dimethyl KR (KR),Formyl (K),Formyl (S),Formyl (T),Methyl KR (KR),Oxidation (M),Propionyl STYK (KSTY)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptide Mass Tolerance,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptide Mass Tolerance Units,ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragment Mass Tolerance,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragment Mass Tolerance Units,ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mass values,Monoisotopic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument type,SynaptG2Si HDDDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Format parameters,--------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Significance threshold,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max. number of hits,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Min. number of sig. unique sequences,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Use MudPIT protein scoring,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ions score cut-off,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Include same-set proteins,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Include sub-set proteins,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Include unassigned,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Require bold red,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Use homology threshold,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Group protein families,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Show duplicate peptides,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein hits,--------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prot_hit_num,prot_family_member,prot_acc,prot_desc,prot_score,prot_mass,prot_matches,prot_matches_sig,prot_sequences,prot_sequences_sig,pep_query,pep_index,pep_rank,pep_isbold,pep_isunique,pep_exp_mz,pep_exp_mr,pep_exp_z,pep_calc_mr,pep_delta,pep_start,pep_end,pep_miss,pep_score,pep_expect,pep_res_before,pep_seq,pep_res_after,pep_var_mod,pep_var_mod_pos,pep_summed_mod_pos,pep_local_mod_pos,pep_scan_title
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,4289,693,1,1,1,443.2573,884.5,2,884.508,-0.008,5,13,2,22.41,0.0083,R,GKGGKGLGK,G,2 Acetyl (K),0.010010000.0,,,"694: Scan 1564 (rt=5.75347, f=2, i=296) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_A.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,4290,46210,1,1,1,443.261,884.5075,2,884.508,-0.0004,5,13,2,25.08,0.0044,R,GKGGKGLGK,G,2 Acetyl (K),0.010010000.0,,,"651: Sum of 2 scans. Range 1562 (rt=5.75892, f=2, i=308) to 1563 (rt=5.7611, f=2, i=309) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_E.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,5415,695,1,1,1,464.2662,926.5179,2,926.5297,-0.0118,10,18,2,41.77,0.00012,K,GLGKGGAKR,H,2 Acetyl (K),0.000100010.0,,,"696: Sum of 2 scans. Range 1565 (rt=5.75567, f=3, i=167) to 1567 (rt=5.75998, f=3, i=168) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_A.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7072,14782,1,1,1,495.2867,988.5589,2,988.5706,-0.0116,61,68,0,47.63,4.80E-05,K,VFLENVIR,D,,,,,"4644: Sum of 2 scans. Range 8468 (rt=26.5105, f=2, i=2214) to 8471 (rt=26.5171, f=2, i=2215) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_B.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7074,15282,1,1,1,495.2879,988.5613,2,988.5706,-0.0093,61,68,0,43.17,0.00016,K,VFLENVIR,D,,,,,"5144: Sum of 4 scans. Range 9109 (rt=28.1276, f=4, i=949) to 9142 (rt=28.2033, f=3, i=1542) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_B.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7075,15426,1,1,1,495.2881,988.5617,2,988.5706,-0.0089,61,68,0,33.39,0.0015,K,VFLENVIR,D,,,,,"5288: Sum of 2 scans. Range 9413 (rt=29.0481, f=2, i=2378) to 9417 (rt=29.0568, f=2, i=2379) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_B.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7076,38838,1,1,1,495.2885,988.5624,2,988.5706,-0.0082,61,68,0,35.79,0.00088,K,VFLENVIR,D,,,,,"4779: Scan 8751 (rt=27.5263, f=6, i=342) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_D.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7077,26741,1,1,1,495.2886,988.5626,2,988.5706,-0.0079,61,68,0,43.31,0.00016,K,VFLENVIR,D,,,,,"4557: Sum of 3 scans. Range 8587 (rt=27.4694, f=4, i=852) to 8598 (rt=27.4979, f=2, i=2328) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_C.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7078,38950,1,1,1,495.2889,988.5633,2,988.5706,-0.0072,61,68,0,57.08,6.60E-06,K,VFLENVIR,D,,,,,"4891: Sum of 2 scans. Range 8938 (rt=28.0474, f=3, i=1492) to 8950 (rt=28.0737, f=3, i=1493) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_D.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7079,26924,1,1,1,495.289,988.5634,2,988.5706,-0.0071,61,68,0,57.57,5.90E-06,K,VFLENVIR,D,,,,,"4740: Sum of 2 scans. Range 8933 (rt=28.5156, f=3, i=1543) to 8939 (rt=28.5285, f=3, i=1544) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_C.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7080,27992,1,1,1,495.2891,988.5637,2,988.5706,-0.0069,61,68,0,61.61,1.90E-06,K,VFLENVIR,D,,,,,"5808: Sum of 4 scans. Range 11428 (rt=36.5225, f=3, i=1973) to 11449 (rt=36.5892, f=4, i=1118) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_C.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7081,15153,1,1,1,495.2892,988.5638,2,988.5706,-0.0067,61,68,0,28.27,0.0041,K,VFLENVIR,D,,,,,"5015: Sum of 2 scans. Range 8915 (rt=27.6213, f=4, i=925) to 8924 (rt=27.6409, f=4, i=926) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_B.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7082,16598,1,1,1,495.2892,988.5639,2,988.5706,-0.0066,61,68,0,25.97,0.007,K,VFLENVIR,D,,,,,"6460: Sum of 4 scans. Range 11968 (rt=37.1568, f=2, i=3185) to 11980 (rt=37.1875, f=3, i=2023) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_B.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7087,26469,1,1,1,495.2895,988.5644,2,988.5706,-0.0061,61,68,0,62.37,1.60E-06,K,VFLENVIR,D,,,,,"4285: Sum of 2 scans. Range 8198 (rt=26.4388, f=2, i=2269) to 8202 (rt=26.4474, f=2, i=2270) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_C.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7089,39132,1,1,1,495.2896,988.5647,2,988.5706,-0.0059,61,68,0,35.49,0.00078,K,VFLENVIR,D,,,,,"5073: Sum of 2 scans. Range 9287 (rt=29.1012, f=4, i=983) to 9293 (rt=29.1143, f=4, i=984) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_D.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7090,40373,1,1,1,495.2897,988.5648,2,988.5706,-0.0057,61,68,0,40.44,0.00025,K,VFLENVIR,D,,,,,"6314: Sum of 2 scans. Range 11908 (rt=37.3342, f=3, i=1993) to 11920 (rt=37.3602, f=3, i=1994) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_D.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7091,27578,1,1,1,495.2897,988.5649,2,988.5706,-0.0057,61,68,0,44.06,0.00011,K,VFLENVIR,D,,,,,"5394: Sum of 4 scans. Range 10449 (rt=33.4097, f=2, i=2919) to 10466 (rt=33.4673, f=2, i=2928) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_C.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7092,16476,1,1,1,495.2898,988.565,2,988.5706,-0.0055,61,68,0,38.48,0.00039,K,VFLENVIR,D,,,,,"6338: Sum of 2 scans. Range 11710 (rt=36.3435, f=3, i=1967) to 11713 (rt=36.3499, f=3, i=1968) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_B.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7093,51518,1,1,1,495.2898,988.565,2,988.5706,-0.0055,61,68,0,53.27,1.30E-05,K,VFLENVIR,D,,,,,"5959: Sum of 2 scans. Range 11602 (rt=36.7751, f=4, i=1149) to 11605 (rt=36.7815, f=4, i=1150) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_E.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7094,50577,1,1,1,495.2899,988.5653,2,988.5706,-0.0052,61,68,0,32.31,0.0016,K,VFLENVIR,D,,,,,"5018: Sum of 2 scans. Range 9311 (rt=29.2491, f=8, i=199) to 9322 (rt=29.2731, f=8, i=200) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_E.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7095,5730,1,1,1,495.29,988.5655,2,988.5706,-0.005,61,68,0,36.27,0.00065,K,VFLENVIR,D,,,,,"5731: Sum of 2 scans. Range 11306 (rt=36.37, f=4, i=1136) to 11309 (rt=36.3764, f=4, i=1137) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_A.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7096,26989,1,1,1,495.2901,988.5657,2,988.5706,-0.0048,61,68,0,26.47,0.0065,K,VFLENVIR,D,,,,,"4805: Sum of 2 scans. Range 9100 (rt=29.0304, f=3, i=1585) to 9103 (rt=29.0369, f=3, i=1586) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_C.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7097,39069,1,1,1,495.2902,988.5659,2,988.5706,-0.0046,61,68,0,24.82,0.0096,K,VFLENVIR,D,,,,,"5010: Sum of 2 scans. Range 9153 (rt=28.6712, f=2, i=2383) to 9155 (rt=28.6755, f=2, i=2384) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_D.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7098,50514,1,1,1,495.2904,988.5662,2,988.5706,-0.0043,61,68,0,34.32,0.0011,K,VFLENVIR,D,,,,,"4955: Sum of 2 scans. Range 9181 (rt=28.8672, f=4, i=963) to 9185 (rt=28.8759, f=4, i=964) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_E.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7099,16404,1,1,1,495.2905,988.5664,2,988.5706,-0.0041,61,68,0,30.68,0.0025,K,VFLENVIR,D,,,,,"6266: Sum of 2 scans. Range 11553 (rt=35.856, f=9, i=208) to 11565 (rt=35.882, f=9, i=209) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_B.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7100,50296,1,1,1,495.2905,988.5664,2,988.5706,-0.0041,61,68,0,44.41,0.00011,K,VFLENVIR,D,,,,,"4737: Sum of 2 scans. Range 8758 (rt=27.6674, f=4, i=901) to 8762 (rt=27.6761, f=4, i=902) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_E.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7101,14595,1,1,1,495.2905,988.5665,2,988.5706,-0.004,61,68,0,46.12,7.10E-05,K,VFLENVIR,D,,,,,"4457: Sum of 3 scans. Range 8130 (rt=25.6106, f=2, i=2147) to 8164 (rt=25.6889, f=2, i=2149) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_B.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7102,17272,1,1,1,495.2906,988.5666,2,988.5706,-0.004,61,68,0,39.14,0.00035,K,VFLENVIR,D,,,,,"7134: Sum of 2 scans. Range 12960 (rt=39.9785, f=9, i=261) to 12969 (rt=39.9982, f=9, i=262) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_B.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7103,38349,1,1,1,495.2907,988.5668,2,988.5706,-0.0038,61,68,0,36.2,0.0007,K,VFLENVIR,D,,,,,"4290: Scan 8026 (rt=25.6093, f=2, i=2163) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_D.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7105,15533,1,1,1,495.2908,988.567,2,988.5706,-0.0035,61,68,0,28.03,0.0046,K,VFLENVIR,D,,,,,"5395: Sum of 2 scans. Range 9595 (rt=29.5509, f=2, i=2415) to 9597 (rt=29.5552, f=2, i=2416) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_B.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7106,4609,1,1,1,495.2909,988.5672,2,988.5706,-0.0033,61,68,0,48.71,3.90E-05,K,VFLENVIR,D,,,,,"4610: Sum of 3 scans. Range 8599 (rt=27.504, f=3, i=1494) to 8617 (rt=27.5613, f=2, i=2339) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_A.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7107,26842,1,1,1,495.2909,988.5673,2,988.5706,-0.0033,61,68,0,44.64,0.0001,K,VFLENVIR,D,,,,,"4658: Sum of 2 scans. Range 8765 (rt=28.0069, f=2, i=2382) to 8768 (rt=28.0134, f=2, i=2383) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_C.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7108,40079,1,1,1,495.291,988.5675,2,988.5706,-0.0031,61,68,0,26.48,0.0065,K,VFLENVIR,D,,,,,"6020: Sum of 2 scans. Range 11353 (rt=35.6677, f=10, i=150) to 11365 (rt=35.6938, f=10, i=151) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_D.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7109,4352,1,1,1,495.291,988.5675,2,988.5706,-0.003,61,68,0,61.97,1.80E-06,K,VFLENVIR,D,,,,,"4353: Sum of 2 scans. Range 8213 (rt=26.4388, f=2, i=2262) to 8214 (rt=26.441, f=2, i=2263) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_A.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7110,51139,1,1,1,495.2911,988.5676,2,988.5706,-0.0029,61,68,0,33.58,0.0013,K,VFLENVIR,D,,,,,"5580: Sum of 2 scans. Range 10663 (rt=33.7259, f=3, i=1775) to 10665 (rt=33.7303, f=3, i=1776) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_E.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7111,49758,1,1,1,495.2911,988.5676,2,988.5706,-0.0029,61,68,0,46.89,5.90E-05,K,VFLENVIR,D,,,,,"4199: Sum of 2 scans. Range 7985 (rt=25.6081, f=3, i=1323) to 8006 (rt=25.6586, f=2, i=2119) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_E.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7112,16161,1,1,1,495.2911,988.5677,2,988.5706,-0.0029,61,68,0,40.18,0.00028,K,VFLENVIR,D,,,,,"6023: Sum of 2 scans. Range 11041 (rt=34.2632, f=3, i=1873) to 11043 (rt=34.2675, f=3, i=1874) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_B.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7113,50648,1,1,1,495.2911,988.5677,2,988.5706,-0.0028,61,68,0,51.49,2.10E-05,K,VFLENVIR,D,,,,,"5089: Sum of 4 scans. Range 9469 (rt=29.7358, f=2, i=2429) to 9489 (rt=29.8085, f=2, i=2436) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_E.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7114,28658,1,1,1,495.2912,988.5679,2,988.5706,-0.0027,61,68,0,28.47,0.0041,K,VFLENVIR,D,,,,,"6474: Sum of 2 scans. Range 12406 (rt=39.347, f=9, i=192) to 12416 (rt=39.3693, f=9, i=193) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_C.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7116,16826,1,1,1,495.2913,988.5681,2,988.5706,-0.0024,61,68,0,25.97,0.0073,K,VFLENVIR,D,,,,,"6688: Sum of 2 scans. Range 12244 (rt=37.9144, f=9, i=231) to 12252 (rt=37.9318, f=9, i=232) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_B.raw]"
1,1,H4_BOVIN,sp|P62803|H4_BOVIN Histone H4 OS=Bos taurus OX=9913 PE=1 SV=2,15429,11360,628,628,32,32,7117,5641,1,1,1,495.2914,988.5683,2,988.5706,-0.0023,61,68,0,33.81,0.0012,K,VFLENVIR,D,,,,,"5642: Sum of 2 scans. Range 11085 (rt=35.6336, f=6, i=344) to 11095 (rt=35.6553, f=6, i=345) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180602_NoPropTryp_A.raw]"
